# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: MULTIOBS_GLO_BIO_BGC_3D_REP_015_010
# Dataset: cmems_obs-mob_glo_bgc-chl-poc_my_0.25deg_P7D-m
# Variable: Downwelling photosynthetic photon flux in sea water (PAR_error) μmol quanta m−2 s−1
# Geometry: POINT (-37.683008 -17.712981)
# Values from graph: v(t): value vs. time
# Depth: 0 m

time,PAR_error
2005-07-20T00:00:00.000Z,147.04371643066406
2005-07-27T00:00:00.000Z,136.5432891845703
2005-08-03T00:00:00.000Z,147.3046112060547
2005-08-10T00:00:00.000Z,159.8370361328125
2005-08-17T00:00:00.000Z,147.3701171875
2005-08-24T00:00:00.000Z,137.0948944091797
2005-08-31T00:00:00.000Z,144.5160675048828
2005-09-07T00:00:00.000Z,201.97433471679688
2005-09-14T00:00:00.000Z,182.42723083496094
2005-09-21T00:00:00.000Z,183.44664001464844
2005-09-28T00:00:00.000Z,221.8966064453125
2005-10-05T00:00:00.000Z,172.7035675048828
2005-10-12T00:00:00.000Z,160.65638732910156
2005-10-19T00:00:00.000Z,171.4674072265625
2005-10-26T00:00:00.000Z,153.1486358642578
2005-11-02T00:00:00.000Z,245.90818786621094
2005-11-09T00:00:00.000Z,243.1365966796875
2005-11-16T00:00:00.000Z,255.39620971679688
2005-11-23T00:00:00.000Z,262.318115234375
2005-11-30T00:00:00.000Z,293.0549621582031
2005-12-07T00:00:00.000Z,301.3897399902344
2005-12-14T00:00:00.000Z,242.71018981933594
2005-12-21T00:00:00.000Z,283.7404479980469
2005-12-28T00:00:00.000Z,241.69976806640625
2006-01-04T00:00:00.000Z,245.06968688964844
2006-01-11T00:00:00.000Z,250.5338592529297
2006-01-18T00:00:00.000Z,241.17869567871094
2006-01-25T00:00:00.000Z,199.55038452148438
2006-02-01T00:00:00.000Z,213.0263671875
2006-02-08T00:00:00.000Z,225.05825805664062
2006-02-15T00:00:00.000Z,194.56871032714844
2006-02-22T00:00:00.000Z,177.10845947265625
2006-03-01T00:00:00.000Z,296.083984375
2006-03-08T00:00:00.000Z,296.816650390625
2006-03-15T00:00:00.000Z,280.701416015625
2006-03-22T00:00:00.000Z,327.10955810546875
2006-03-29T00:00:00.000Z,318.4704895019531
2006-04-05T00:00:00.000Z,271.7805480957031
2006-04-12T00:00:00.000Z,273.3489074707031
2006-04-19T00:00:00.000Z,228.56031799316406
2006-04-26T00:00:00.000Z,258.9423522949219
2006-05-03T00:00:00.000Z,201.3987579345703
2006-05-10T00:00:00.000Z,155.16590881347656
2006-05-17T00:00:00.000Z,170.11187744140625
2006-05-24T00:00:00.000Z,182.65509033203125
2006-05-31T00:00:00.000Z,153.50315856933594
2006-06-07T00:00:00.000Z,146.5651092529297
2006-06-14T00:00:00.000Z,152.8894805908203
2006-06-21T00:00:00.000Z,161.2286834716797
2006-06-28T00:00:00.000Z,148.3861541748047
2006-07-05T00:00:00.000Z,155.75762939453125
2006-07-12T00:00:00.000Z,145.34228515625
2006-07-19T00:00:00.000Z,195.39569091796875
2006-07-26T00:00:00.000Z,179.20864868164062
2006-08-02T00:00:00.000Z,156.26690673828125
2006-08-09T00:00:00.000Z,145.92117309570312
2006-08-16T00:00:00.000Z,140.71116638183594
2006-08-23T00:00:00.000Z,147.66896057128906
2006-08-30T00:00:00.000Z,153.33570861816406
2006-09-06T00:00:00.000Z,199.58489990234375
2006-09-13T00:00:00.000Z,188.78289794921875
2006-09-20T00:00:00.000Z,179.20828247070312
2006-09-27T00:00:00.000Z,177.9342803955078
2006-10-04T00:00:00.000Z,135.63430786132812
2006-10-11T00:00:00.000Z,133.2589874267578
2006-10-18T00:00:00.000Z,159.6067352294922
2006-10-25T00:00:00.000Z,158.6345977783203
2006-11-01T00:00:00.000Z,210.51113891601562
2006-11-08T00:00:00.000Z,257.22161865234375
2006-11-15T00:00:00.000Z,294.83721923828125
2006-11-22T00:00:00.000Z,209.83151245117188
2006-11-29T00:00:00.000Z,240.46060180664062
2006-12-06T00:00:00.000Z,222.07691955566406
2006-12-13T00:00:00.000Z,
2006-12-20T00:00:00.000Z,244.44110107421875
2006-12-27T00:00:00.000Z,215.70123291015625
2007-01-03T00:00:00.000Z,221.1564483642578
2007-01-10T00:00:00.000Z,209.54457092285156
2007-01-17T00:00:00.000Z,183.008544921875
2007-01-24T00:00:00.000Z,255.40936279296875
2007-01-31T00:00:00.000Z,229.20123291015625
2007-02-07T00:00:00.000Z,208.97012329101562
2007-02-14T00:00:00.000Z,229.71585083007812
2007-02-21T00:00:00.000Z,241.20477294921875
2007-02-28T00:00:00.000Z,193.15994262695312
2007-03-07T00:00:00.000Z,333.7613830566406
2007-03-14T00:00:00.000Z,348.670654296875
2007-03-21T00:00:00.000Z,317.24249267578125
2007-03-28T00:00:00.000Z,299.5611877441406
2007-04-04T00:00:00.000Z,226.06016540527344
2007-04-11T00:00:00.000Z,228.75686645507812
2007-04-18T00:00:00.000Z,226.16322326660156
