id,data,sst_atual,limite_termico,anomalia,dhw_calculado,vento_velocidade,irradiancia,turbidez,risco_integrado,nivel_alerta
58113,2020-01-01,27.15974736842105,27.0,0.1597473684210513,0.02282105263157876,6.5,218.27415466308597,0.0,29.610934644890527,SEM_RISCO
58114,2020-01-02,26.9352,27.0,-0.06480000000000175,0.02282105263157876,6.5,51.77702439024391,0.0,18.103661894505034,SEM_RISCO
58115,2020-01-03,26.788294736842108,27.0,-0.21170526315789218,0.02282105263157876,6.5,57.582554991539766,0.0,16.1637885339904,SEM_RISCO
58116,2020-01-04,26.857031578947367,27.0,-0.14296842105263252,0.02282105263157876,6.5,53.936590219224286,0.0,16.543979902028138,SEM_RISCO
58117,2020-01-05,26.74995789473684,27.0,-0.25004210526315873,0.02282105263157876,6.5,60.294210280373825,0.0,16.246739056743426,SEM_RISCO
58118,2020-01-06,26.808231578947368,27.0,-0.19176842105263248,0.02282105263157876,6.5,63.774485294117646,0.0,16.42061457190225,SEM_RISCO
58119,2020-01-07,26.65442105263158,27.0,-0.3455789473684199,0.02282105263157876,6.5,133.71391043270333,0.0,16.14692180116896,SEM_RISCO
58120,2020-01-08,26.57454736842105,27.0,-0.4254526315789491,0.02282105263157876,6.5,203.65333557128903,0.0,16.1356162510686,SEM_RISCO
58121,2020-01-09,26.61098947368421,27.0,-0.3890105263157899,0.02282105263157876,6.5,133.99050725052746,0.0,16.290059901082962,SEM_RISCO
58122,2020-01-10,26.63282105263158,27.0,-0.3671789473684193,0.02282105263157876,6.5,64.32767892976588,0.0,16.290059901082962,SEM_RISCO
58123,2020-01-11,26.510484210526315,27.0,-0.48951578947368546,0.02282105263157876,6.5,64.18698305084746,0.0,16.641352800430088,SEM_RISCO
58124,2020-01-12,26.320842105263157,27.0,-0.6791578947368428,0.02282105263157876,6.5,64.29454666666668,0.0,16.654323138751046,SEM_RISCO
58125,2020-01-13,26.265494736842108,27.0,-0.7345052631578923,0.02282105263157876,6.5,64.53184615384615,0.0,16.654323138751046,SEM_RISCO
58126,2020-01-14,26.34124210526316,27.0,-0.6587578947368407,0.02282105263157876,6.5,63.4695,0.0,16.654323138751046,SEM_RISCO
58127,2020-01-15,26.62545263157895,27.0,-0.37454736842105163,0.02282105263157876,6.5,225.1175842285156,0.0,16.395296256815918,SEM_RISCO
58128,2020-01-16,26.858589473684212,27.0,-0.14141052631578788,0.02282105263157876,6.5,144.587028691439,0.0,17.338179557166164,SEM_RISCO
58129,2020-01-17,26.980989473684208,27.0,-0.019010526315792475,0.02282105263157876,6.5,64.05647315436242,0.0,20.35314439570513,SEM_RISCO
58130,2020-01-18,26.969178947368423,27.0,-0.030821052631576862,0.02282105263157876,6.5,63.65342617449665,0.0,20.341838845604766,SEM_RISCO
58131,2020-01-19,27.032336842105263,27.0,0.032336842105262775,0.027440601503759154,6.5,57.554979865771806,0.0,22.517095064331162,SEM_RISCO
58132,2020-01-20,27.16583157894737,27.0,0.165831578947369,0.05113082706766901,6.5,51.65267852937713,0.0,28.602224299180158,SEM_RISCO
58133,2020-01-21,27.103873684210527,27.0,0.10387368421052656,0.06596992481202994,6.5,45.750377192982455,0.0,18.089419666485828,SEM_RISCO
58134,2020-01-22,27.062842105263158,27.0,0.06284210526315803,0.07494736842105253,6.5,265.3491516113281,0.0,22.30970921792688,SEM_RISCO
58135,2020-01-23,27.09564210526316,27.0,0.09564210526315975,0.08861052631578963,6.5,143.48917479043564,0.0,22.9147741609223,SEM_RISCO
58136,2020-01-24,27.068736842105263,27.0,0.06873684210526321,0.09843007518797009,6.5,21.629197969543146,0.0,16.987745158738946,SEM_RISCO
58137,2020-01-25,26.908084210526315,27.0,-0.09191578947368484,0.09843007518797009,6.5,26.965999999999998,0.0,13.244109659069487,SEM_RISCO
58138,2020-01-26,26.85587368421053,27.0,-0.144126315789471,0.09843007518797009,6.5,17.487493243243243,0.0,11.08394590049804,SEM_RISCO
58139,2020-01-27,26.76858947368421,27.0,-0.2314105263157913,0.09843007518797009,6.5,36.27739730639731,0.0,10.442019845057377,SEM_RISCO
58140,2020-01-28,27.00141052631579,27.0,0.001410526315790861,0.09863157894736878,6.5,62.18811352253756,0.0,20.341838845604766,SEM_RISCO
58141,2020-01-29,26.96427368421053,27.0,-0.035726315789471386,0.09863157894736878,6.5,247.63890075683597,0.0,20.518428823627186,SEM_RISCO
58142,2020-01-30,26.91461052631579,27.0,-0.08538947368420935,0.09863157894736878,6.5,155.6435419038417,0.0,19.52648650498766,SEM_RISCO
58143,2020-01-31,27.023663157894735,27.0,0.02366315789473461,0.10201203007518801,6.5,63.64818305084746,0.0,22.95900920242915,SEM_RISCO
58144,2020-02-01,27.105684210526316,27.0,0.10568421052631649,0.11710977443609037,6.5,63.48771970878536,0.0,23.16553258694742,SEM_RISCO
58145,2020-02-02,27.223431578947366,27.0,0.2234315789473662,0.14902857142857126,6.5,63.32725636672326,0.0,31.455725046571498,SEM_RISCO
58146,2020-02-03,27.281452631578947,27.0,0.2814526315789472,0.1892360902255637,6.5,62.95214333333333,0.0,33.34142363775666,SEM_RISCO
58147,2020-02-04,27.29172631578947,27.0,0.2917263157894716,0.23091127819548823,6.5,62.22854515050167,0.0,33.32248268248386,SEM_RISCO
58148,2020-02-05,27.439431578947367,27.0,0.4394315789473673,0.2936872180451121,6.5,219.0194091796875,0.0,34.21970310843626,SEM_RISCO
58149,2020-02-06,27.379305263157896,27.0,0.3793052631578959,0.34787368421052584,6.5,46.78867554076539,0.0,30.39247965398218,SEM_RISCO
